Date,Unnamed: 0,Census Tract, Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0
Percentile Range",Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
2023-12-27,162,6001407300,2440,Alameda ,94601,Oakland,-122.2109235,37.7621786,64.58,97.96,95-100% (highest scores),0.029,4.38,9.08286493,38.99,0.633,93.95,108.41,3.93,88.19,95.43,0.0,0.0,573.1476644,49.22,1658.41929,81.23,66.45,98.01,248.35,99.52,0.225,55.78,16.0,96.08,14.0,95.4,60.25,7.42,92.92,113.3,95.29,7.35,92.81,12.41,49.83,38.6,87.73,19.6,85.55,56.9,86.61,12.8,91.61,31.5,91.92,84.0,8.71,95.83
2023-01-29,200,6001408800,7054,Alameda ,94621,Oakland,-122.1969422,37.7588039,63.19,97.48,95-100% (highest scores),0.029,5.0,8.834295471,33.65,0.321,78.43,108.41,3.93,93.79,98.99,0.0,0.0,780.0980021,56.19,722.3796788,38.1,28.75,90.59,70.7,94.65,0.36,63.71,15.0,94.83,6.8,81.53,54.55,6.71,84.59,194.4,99.68,8.95,98.65,21.04,90.47,44.6,92.53,11.9,68.17,66.6,94.4,10.9,85.81,28.2,85.62,90.78,9.41,99.21
2023-04-01,217,6001409000,3904,Alameda ,94621,Oakland,-122.2213677,37.7200105,62.67,97.26,95-100% (highest scores),0.029,4.77,8.709957218,30.14,0.562,91.76,108.41,3.93,91.71,97.88,0.0,0.0,741.219991,55.25,1717.311566,82.28,58.05,97.12,100.05,96.89,1.55,86.36,15.0,94.83,3.55,65.36,59.87,7.37,92.56,173.63,99.54,8.29,97.55,15.26,68.13,32.8,82.46,18.4,83.68,41.6,68.17,8.0,69.34,23.9,74.5,82.02,8.5,94.31
2023-08-08,248,6095250701,3595,Solano ,94590,Vallejo,-122.2449025,38.0900421,61.81,96.87,95-100% (highest scores),0.034,11.76,9.095673213,39.23,0.411,85.51,297.4,19.21,74.87,84.08,0.49,36.0,927.8146973,59.69,1032.450718,60.11,9.45,61.67,47.25,89.73,0.26,59.48,14.0,93.4,5.5,77.03,58.39,7.19,90.63,199.35,99.81,6.42,82.46,21.22,91.55,21.5,66.92,12.8,70.92,42.7,69.67,10.9,85.81,25.7,79.85,82.95,8.6,95.08
2023-12-13,331,6001409100,2327,Alameda ,94603,Oakland,-122.1834997,37.7323261,59.77,95.83,95-100% (highest scores),0.03,5.71,8.499141907,22.73,0.629,93.84,108.41,3.93,94.65,99.43,0.0,0.0,728.1456706,54.9,3835.04054,98.49,49.1,96.11,19.15,67.97,0.125,46.92,11.0,87.97,1.0,33.24,53.73,6.61,83.19,226.34,99.94,6.77,87.44,19.11,84.58,31.8,81.34,,,41.4,67.84,11.5,87.89,38.4,97.66,87.17,9.04,97.93
2023-05-26,338,6013365002,5739,Contra Costa,94801,Richmond,-122.3843954,37.9594657,59.57,95.74,95-100% (highest scores),0.03,6.97,9.145972972,39.93,0.198,61.69,108.41,3.93,71.89,80.88,0.0,0.0,2515.800008,77.12,595.5620602,28.09,94.9,99.07,39.25,86.25,14.625,99.52,12.0,90.16,12.25,93.98,56.15,6.91,87.48,142.68,98.57,6.85,88.4,16.39,73.47,47.2,94.22,29.0,95.1,47.8,76.57,5.7,44.89,28.6,86.53,83.14,8.62,95.18
2023-05-18,432,6013377000,7040,Contra Costa,94801,Richmond,-122.3629548,37.9337832,57.4,94.55,90-95%,0.03,6.0,9.007575715,37.51,0.984,98.16,108.41,3.93,74.99,84.2,0.0,0.0,4966.340047,91.39,408.0704611,14.69,45.95,95.55,20.0,69.27,6.985,97.47,11.0,87.97,0.0,0.0,51.34,6.32,78.2,156.3,99.19,6.95,89.36,17.67,79.41,39.4,88.52,15.4,77.36,47.5,76.16,17.8,98.12,29.9,89.29,87.6,9.08,98.21
2023-02-02,433,6013376000,5653,Contra Costa,94801,Richmond,-122.3624287,37.9410164,57.34,94.54,90-95%,0.03,6.29,9.032474842,38.05,0.902,97.57,108.41,3.93,81.85,90.92,0.0,0.0,5040.626668,91.53,462.8477561,18.18,56.35,96.94,31.3,81.27,12.035,99.03,11.0,87.97,0.0,0.0,53.22,6.55,82.13,157.78,99.26,6.65,85.77,17.85,80.18,40.3,89.42,16.9,80.89,57.8,87.65,9.5,79.16,21.1,65.13,84.43,8.75,96.17
2023-08-12,435,6013379000,6831,Contra Costa,94804,Richmond,-122.3567421,37.9283199,57.32,94.51,90-95%,0.03,5.77,8.990824583,37.15,1.02,98.31,108.41,3.93,87.19,94.96,0.0,0.0,4059.823242,88.77,748.040861,40.24,69.1,98.19,30.1,80.31,5.42,96.27,10.0,84.2,0.0,0.0,54.69,6.73,84.9,133.4,97.61,8.31,97.58,13.67,58.35,34.9,84.34,12.5,69.85,57.3,87.11,9.4,78.63,25.3,78.75,82.12,8.51,94.43
2023-02-02,468,6075023200,4179,San Francisco,94124,San Francisco,-122.3861386,37.7277547,56.68,94.1,90-95%,0.028,1.22,8.797360988,32.79,1.12,98.66,257.97,13.56,87.2,94.98,0.03,16.01,457.8766683,45.33,356.6352844,11.51,26.45,89.37,103.6,96.97,1.56,86.38,10.0,84.2,26.4,99.41,56.59,6.97,88.18,123.98,96.44,8.09,96.82,11.96,45.8,28.2,77.14,10.8,64.47,36.0,60.19,11.5,87.89,36.7,96.72,78.48,8.14,90.69
2023-05-20,539,6013382000,7809,Contra Costa,94804,Richmond,-122.3229975,37.9159913,55.07,93.2,90-95%,0.029,5.56,8.981755334,36.93,0.567,91.95,108.41,3.93,68.16,76.7,0.0,0.0,2089.194296,73.92,2103.833373,88.58,54.05,96.66,37.0,85.18,0.25,58.79,15.0,94.83,0.0,0.0,53.83,6.63,83.36,154.52,99.12,6.84,88.23,15.67,69.95,19.3,63.15,8.6,55.45,47.2,75.75,13.1,92.5,28.4,86.02,80.17,8.31,92.61
2023-11-07,575,6001403000,2969,Alameda ,94607,Oakland,-122.270732,37.8004265,54.46,92.75,90-95%,0.027,0.34,9.827975665,47.37,1.175,98.88,108.41,3.93,38.95,35.51,0.0,0.0,662.6266581,52.79,1106.957318,64.34,27.95,90.13,158.35,98.64,2.695,92.43,11.0,87.97,1.0,33.24,52.09,6.41,80.04,124.65,96.47,7.14,91.28,10.81,36.6,40.5,89.67,62.7,99.93,57.3,87.11,8.6,73.8,34.2,94.75,81.92,8.49,94.25
2023-08-30,576,6075023103,2654,San Francisco,94124,San Francisco,-122.3759653,37.7356318,54.45,92.74,90-95%,0.028,0.98,8.768750217,32.01,0.414,85.7,257.97,13.56,64.44,71.93,0.03,16.37,477.8500061,45.98,340.9741511,10.39,34.55,93.05,153.0,98.47,1.45,85.71,14.0,93.4,10.85,91.97,53.92,6.64,83.52,123.98,96.44,7.74,95.32,11.96,45.8,21.1,66.17,,,69.0,95.79,8.9,75.65,25.3,78.75,79.14,8.21,91.44
2023-11-25,577,6001402200,2527,Alameda ,94607,Oakland,-122.2963076,37.8063512,54.42,92.72,90-95%,0.027,0.17,9.717527299,46.36,0.756,96.15,108.41,3.93,83.88,92.58,0.0,0.0,694.9486796,53.94,1039.218398,60.46,174.0,99.89,153.25,98.48,0.925,80.81,10.0,84.2,1.0,33.24,55.91,6.88,87.11,152.43,98.98,7.42,93.28,13.03,54.09,15.4,55.58,13.9,73.74,50.7,79.91,6.9,59.22,27.3,83.75,76.28,7.91,88.03
2023-06-05,587,6001406100,4659,Alameda ,94601,Oakland,-122.2275943,37.7741552,54.08,92.6,90-95%,0.028,2.78,9.237722475,41.03,0.891,97.5,108.41,3.93,72.15,81.14,0.0,0.0,580.1273194,49.41,1806.677233,83.96,66.35,97.98,284.95,99.69,0.275,60.26,17.0,96.76,1.2,34.69,55.94,6.89,87.13,114.19,95.44,5.25,58.79,12.56,50.9,36.8,86.04,25.2,92.3,52.7,82.39,7.7,66.71,29.4,88.27,75.76,7.85,87.26
2023-11-13,608,6095250900,2771,Solano ,94590,Vallejo,-122.259038,38.1017927,53.83,92.33,90-95%,0.034,11.61,9.090157047,39.15,0.292,75.44,297.4,19.21,68.51,77.17,0.26,30.37,884.5853474,58.82,334.104672,10.0,11.6,67.38,67.85,94.32,0.485,66.06,5.0,52.0,1.0,33.24,47.68,5.87,69.46,199.35,99.81,9.45,99.18,21.22,91.55,19.5,63.49,6.2,43.95,72.5,97.3,19.5,98.92,36.8,96.77,88.47,9.17,98.52
2023-09-23,639,6013305000,6106,Contra Costa,94509,Antioch,-121.8340512,38.015682,53.32,91.94,90-95%,0.042,29.68,8.685952828,29.31,0.195,61.02,238.52,8.66,80.06,89.2,0.0,0.0,2365.970011,75.93,653.5066128,32.4,12.0,70.69,52.0,91.01,1.11,83.2,16.0,96.08,0.2,8.4,50.48,6.21,76.18,162.41,99.38,6.59,84.85,22.24,93.78,20.3,64.8,13.0,71.54,49.7,78.84,16.3,97.25,18.1,51.91,82.77,8.58,94.8
2023-12-20,715,6001409500,4272,Alameda ,94621,Oakland,-122.1837659,37.7504463,52.19,90.98,90-95%,0.029,5.48,8.504617851,22.92,0.578,92.27,108.41,3.93,92.49,98.33,0.0,0.0,735.6230062,55.07,399.1903286,14.08,24.75,88.33,53.05,91.23,1.7,87.09,1.0,13.12,1.0,33.24,45.21,5.56,62.53,194.4,99.68,7.37,92.96,21.04,90.47,43.1,91.49,16.7,80.41,62.3,91.47,9.5,79.16,30.5,90.31,90.47,9.38,99.09
2023-02-01,732,6085512603,4563,Santa Clara,95020,Gilroy,-121.5626698,37.001726,51.96,90.77,90-95%,0.041,27.04,6.389798848,4.53,0.308,77.35,362.38,29.51,69.62,78.64,3207.97,94.95,3.337450033,8.16,1411.086494,75.66,11.25,66.76,26.1,76.79,0.05,26.37,2.0,24.15,5.0,75.16,50.94,6.27,77.27,59.06,68.13,6.71,86.76,17.01,76.17,47.9,94.7,24.7,91.73,47.2,75.75,9.1,76.83,24.1,75.15,79.93,8.29,92.4
2023-07-14,762,6001406000,3344,Alameda ,94606,Oakland,-122.246184,37.7875675,51.51,90.39,90-95%,0.028,0.7,9.805884825,47.13,0.978,98.08,108.41,3.93,62.28,68.78,0.0,0.0,611.3939921,50.8,1775.910139,83.36,66.4,97.99,198.25,99.16,0.675,77.08,18.0,97.53,0.1,1.98,54.31,6.69,84.32,96.94,91.75,5.95,74.22,10.06,30.32,31.3,80.78,31.4,96.12,53.2,82.88,13.4,93.27,20.6,62.89,74.31,7.7,85.3
2023-10-30,767,6001410500,2373,Alameda ,94607,Oakland,-122.288956,37.8100197,51.46,90.33,90-95%,0.027,0.14,10.18011782,50.3,0.549,91.49,108.41,3.93,90.7,97.2,0.0,0.0,704.5549825,54.25,530.1103093,23.28,125.35,99.64,185.2,99.01,0.81,79.59,10.0,84.2,0.0,0.0,50.88,6.26,77.08,152.43,98.98,7.87,95.88,13.03,54.09,16.1,56.88,8.9,56.74,68.4,95.5,16.7,97.58,22.8,71.0,79.26,8.22,91.61
2023-01-15,794,6095250801,4073,Solano ,94592,Vallejo,-122.3302426,38.1293945,51.2,89.99,85-90%,0.033,10.7,8.96469607,36.52,0.139,48.48,584.05,56.31,35.18,30.58,0.02,13.61,643.7899984,52.07,1478.244435,77.59,36.5,93.63,132.0,97.97,2.35,90.98,14.0,93.4,2.5,58.24,56.1,6.91,87.41,171.26,99.41,7.21,91.63,19.4,85.57,9.3,38.4,4.2,32.23,27.7,46.87,8.4,72.39,20.9,64.2,71.51,7.41,81.78
2023-01-20,807,6001432400,6583,Alameda ,94577,San Leandro,-122.1898921,37.7097451,51.08,89.82,85-90%,0.03,6.07,8.621503991,26.97,0.62,93.5,108.41,3.93,76.44,85.74,0.0,0.0,1020.0,61.61,1808.19602,84.01,36.05,93.49,98.6,96.81,0.8,79.45,11.0,87.97,23.0,98.88,60.59,7.46,93.23,75.09,82.13,6.94,89.27,13.66,58.29,22.6,68.59,11.7,67.59,29.3,49.62,5.6,43.81,17.3,48.17,66.06,6.85,74.33
2023-01-16,809,6001402500,1786,Alameda ,94607,Oakland,-122.2847803,37.8057305,51.06,89.8,85-90%,0.027,0.16,9.942820267,48.5,0.777,96.45,108.41,3.93,83.91,92.62,0.0,0.0,687.6940002,53.69,648.0111193,31.96,49.05,96.1,133.1,98.0,1.695,87.05,10.0,84.2,0.0,0.0,51.63,6.36,78.92,152.43,98.98,10.08,99.55,13.03,54.09,14.1,52.87,4.5,34.49,63.8,92.63,14.1,94.54,25.5,79.29,77.48,8.03,89.58
2023-08-12,822,6001409400,5022,Alameda ,94603,Oakland,-122.1803623,37.744613,50.85,89.63,85-90%,0.029,5.66,8.406009042,20.36,0.358,81.88,108.41,3.93,91.15,97.58,0.0,0.0,652.2353312,52.4,670.8965602,33.78,36.35,93.56,60.05,93.07,1.275,84.72,1.0,13.12,2.0,51.98,47.06,5.79,67.69,186.24,99.58,6.84,88.23,16.26,72.62,41.1,90.15,18.5,83.84,56.3,86.04,6.6,56.19,36.2,96.4,84.67,8.78,96.36
2023-06-13,842,6013312000,2352,Contra Costa,94565,Pittsburg,-121.8695963,38.0152346,50.45,89.38,85-90%,0.041,27.83,8.590536677,25.53,0.34,80.22,278.95,15.41,65.25,72.9,0.0,0.0,819.0249837,57.26,824.0693991,45.94,22.7,86.45,7.3,40.06,1.07,82.63,3.0,34.11,2.25,54.42,46.94,5.78,67.26,135.71,97.88,6.5,83.62,20.32,88.42,27.2,75.82,16.1,79.19,48.2,76.96,10.8,85.36,24.1,75.15,84.23,8.73,96.02
2023-07-01,853,6001408900,3115,Alameda ,94621,Oakland,-122.1887803,37.7541816,50.34,89.24,85-90%,0.029,5.33,8.604585168,26.27,0.306,77.09,108.41,3.93,85.1,93.49,0.0,0.0,1067.741333,62.53,668.7081393,33.58,34.75,93.1,51.85,90.99,1.2,84.05,1.0,13.12,0.95,24.33,45.56,5.61,63.56,194.4,99.68,6.2,79.0,21.04,90.47,37.0,86.23,11.5,66.9,56.7,86.42,10.0,81.88,35.4,95.78,86.58,8.98,97.64
2023-08-30,857,6013375000,4617,Contra Costa,94801,Richmond,-122.3518215,37.9402568,50.31,89.19,85-90%,0.03,6.36,9.056934399,38.54,1.139,98.78,108.41,3.93,89.71,96.4,0.0,0.0,3573.169963,85.93,489.7431912,20.18,7.2,53.5,7.7,41.52,0.7,77.89,10.0,84.2,0.0,0.0,46.32,5.7,65.66,146.97,98.74,6.28,80.04,16.56,74.12,40.6,89.74,18.5,83.84,46.1,74.41,10.8,85.36,36.0,96.26,85.11,8.82,96.71
2023-06-10,941,6075023400,3663,San Francisco,94124,San Francisco,-122.3900882,37.7215929,49.2,88.13,85-90%,0.028,1.37,8.797360988,32.79,1.992,99.76,257.97,13.56,82.19,91.34,0.08,22.17,444.9553324,44.84,336.3744025,10.16,19.45,83.66,14.85,59.2,2.0,88.59,11.0,87.97,17.6,97.27,54.11,6.66,83.97,123.98,96.44,6.29,80.16,11.96,45.8,34.2,83.67,24.4,91.38,44.3,72.09,7.1,61.36,14.4,33.24,71.24,7.39,81.54
2023-09-25,987,6013311000,5348,Contra Costa,94565,Pittsburg,-121.8936219,38.0214503,48.68,87.55,85-90%,0.041,26.82,8.799900706,32.84,0.351,81.14,278.95,15.41,81.69,90.82,0.0,0.0,662.0,52.77,1203.55087,68.84,21.7,85.48,6.0,36.37,0.675,77.08,12.0,90.16,0.0,0.0,49.99,6.15,75.08,135.71,97.88,5.66,68.14,20.32,88.42,16.8,58.36,7.7,51.28,41.1,67.44,11.7,88.62,23.5,73.27,76.3,7.91,88.06
2023-03-25,989,6075017902,3064,San Francisco,94130,San Francisco,-122.419701,37.8619483,48.64,87.53,85-90%,0.028,0.72,8.726242016,30.88,0.47,88.62,407.66,36.52,55.65,59.46,0.0,1.61,849.95636,57.99,9621.617211,99.98,143.0,99.76,215.0,99.23,0.1,41.46,10.0,84.2,2.0,51.98,56.42,6.95,87.89,106.14,94.28,8.59,98.2,7.42,9.73,11.3,45.16,6.9,47.47,64.8,93.42,14.6,95.23,19.2,57.15,67.54,7.0,76.37
2023-12-20,998,6095251802,2446,Solano ,94589,Vallejo,-122.2570455,38.1261466,48.55,87.41,85-90%,0.034,12.41,8.974740747,36.76,0.398,84.78,386.76,31.94,62.68,69.34,0.0,0.0,938.0566814,59.84,979.7296491,56.63,1.0,18.72,16.2,63.0,0.15,50.18,1.0,13.12,6.0,79.63,44.28,5.45,60.01,176.78,99.55,7.09,90.71,17.75,79.71,18.0,60.56,16.7,80.41,48.9,77.9,15.8,96.66,32.9,93.51,85.9,8.91,97.1
2023-10-22,1003,6001403300,4240,Alameda ,94607,Oakland,-122.2663244,37.7944308,48.49,87.35,85-90%,0.027,0.4,9.827975665,47.37,0.979,98.11,108.41,3.93,35.72,31.18,0.0,0.0,639.9319865,51.93,1265.862973,71.25,39.1,94.29,166.8,98.78,2.06,89.14,12.0,90.16,1.0,33.24,52.39,6.45,80.72,147.11,98.75,4.59,40.94,12.59,51.26,22.6,68.59,28.8,94.87,43.0,70.18,11.9,89.2,27.5,84.18,72.53,7.52,83.01
2023-04-08,1008,6013366002,6342,Contra Costa,94806,San Pablo,-122.3509331,37.9690044,48.36,87.29,85-90%,0.03,7.42,9.142211626,39.84,0.383,83.77,108.41,3.93,73.21,82.28,0.36,33.31,1965.680685,72.99,418.2672753,15.39,57.6,97.04,17.0,64.47,0.135,48.0,11.0,87.97,0.5,20.37,49.43,6.08,73.94,107.76,94.48,5.65,67.92,18.28,81.82,32.0,81.63,24.3,91.29,42.9,69.99,8.8,75.06,16.0,41.51,76.65,7.95,88.52
2023-02-04,1051,6013310000,6078,Contra Costa,94565,Pittsburg,-121.8917858,38.0264843,47.83,86.75,85-90%,0.041,26.93,8.685257984,29.26,0.152,51.76,278.95,15.41,79.36,88.53,0.0,0.0,717.047994,54.6,535.827933,23.65,51.7,96.44,48.3,90.01,4.625,95.28,12.0,90.16,0.2,8.4,49.53,6.1,74.15,135.71,97.88,5.11,55.38,20.32,88.42,33.4,82.97,15.2,76.88,46.4,74.74,8.3,71.54,17.2,47.81,75.67,7.85,87.15
2023-08-30,1054,6001409200,3577,Alameda ,94603,Oakland,-122.1777872,37.7290846,47.81,86.71,85-90%,0.03,6.09,8.499141907,22.73,0.235,67.95,108.41,3.93,81.44,90.56,0.0,0.0,758.8299967,55.59,4269.762889,99.14,65.15,97.81,22.8,72.78,0.125,46.92,11.0,87.97,0.2,8.4,49.76,6.12,74.6,124.83,96.49,8.11,96.91,11.93,45.46,40.2,89.26,12.9,71.23,43.8,71.32,6.3,52.65,22.6,70.33,75.29,7.81,86.63
2023-03-17,1072,6013381000,6632,Contra Costa,94804,Richmond,-122.3351024,37.9302081,47.59,86.48,85-90%,0.03,6.11,9.024962822,37.88,0.53,90.94,108.41,3.93,78.71,88.05,0.0,0.0,2772.073324,78.88,1237.646061,70.14,39.8,94.49,17.3,64.86,0.0,0.0,11.0,87.97,0.0,0.0,47.82,5.89,69.72,129.14,97.07,7.54,94.14,13.57,57.75,30.1,79.38,18.8,84.28,51.3,80.82,7.7,66.71,18.5,53.76,77.99,8.09,90.21
2023-07-06,1080,6013392200,12241,Contra Costa,94806,San Pablo,-122.3542717,37.9923334,47.5,86.38,85-90%,0.031,8.06,8.993569614,37.24,0.189,60.05,319.15,24.45,55.83,59.77,0.0,0.0,1107.173381,63.22,576.5419967,26.58,75.7,98.52,20.0,69.27,1.25,84.51,11.0,87.97,10.75,91.94,52.09,6.41,80.05,103.2,93.38,6.65,85.77,17.59,78.94,22.7,68.82,10.0,61.3,23.6,38.97,6.0,48.56,21.5,66.72,71.45,7.41,81.74
2023-11-04,1095,6013358000,6195,Contra Costa,94572,Rodeo,-122.2538488,38.0481856,47.36,86.19,85-90%,0.033,10.8,8.85589441,34.15,0.305,77.0,108.41,3.93,72.54,81.6,0.0,0.0,1830.266683,71.73,1752.941985,82.94,19.25,83.51,44.0,88.48,7.05,97.58,10.0,84.2,1.0,33.24,55.98,6.89,87.22,100.6,92.82,6.68,86.16,16.64,74.36,13.6,51.66,3.0,23.92,30.4,51.57,8.3,71.54,16.1,42.04,66.3,6.87,74.75
2023-09-23,1117,6001432501,4851,Alameda ,94577,San Leandro,-122.1661575,37.7167153,47.19,85.91,85-90%,0.03,7.06,8.555477036,24.32,1.821,99.63,108.41,3.93,77.01,86.35,0.0,0.0,709.5366618,54.35,2390.343375,91.48,32.2,92.23,36.75,85.02,0.06,28.51,11.0,87.97,0.8,23.85,51.76,6.37,79.27,76.53,83.13,6.7,86.54,14.71,64.63,26.0,74.17,19.6,85.55,32.4,54.84,4.9,35.13,23.8,74.22,71.44,7.41,81.72
2023-03-13,1129,6085503601,3148,Santa Clara,95133,San Jose,-121.8661537,37.3583881,47.09,85.76,85-90%,0.039,20.96,8.930079122,35.76,0.549,91.5,289.69,18.44,85.37,93.62,0.0,0.0,88.21870167,25.37,2340.271121,91.0,16.0,79.15,19.2,68.05,1.235,84.19,3.0,34.11,5.6,77.17,54.23,6.68,84.19,64.26,73.54,6.09,77.05,12.94,53.39,28.7,77.86,31.3,96.03,47.1,75.57,4.1,24.32,21.5,66.72,68.05,7.06,77.0
2023-12-24,1130,6001401700,3002,Alameda ,94607,Oakland,-122.3193044,37.8134257,47.09,85.75,85-90%,0.027,0.35,9.691613752,46.21,0.967,98.0,108.41,3.93,57.41,61.96,0.0,0.0,774.2876791,56.04,2257.882676,90.28,312.75,100.0,353.7,99.87,1.52,86.06,10.0,84.2,8.0,86.86,60.2,7.41,92.87,129.36,97.2,6.48,83.31,11.38,41.16,5.9,25.1,3.3,26.35,25.3,42.15,8.0,69.34,26.0,80.57,61.3,6.36,67.28
2023-05-01,1136,6095252402,5518,Solano ,94534,Fairfield,-122.0693691,38.2204068,47.05,85.67,85-90%,0.039,21.32,8.620599954,26.96,0.1,37.36,504.45,49.38,59.21,64.32,9.76,60.71,839.1280111,57.7,1021.980995,59.29,0.0,0.0,40.5,87.07,0.5,70.25,6.0,59.92,2.0,51.98,49.37,6.08,73.76,113.29,95.28,7.33,92.71,15.23,67.93,27.3,76.02,13.4,72.5,33.5,56.71,5.9,47.45,21.7,67.52,74.67,7.74,85.75
2023-05-16,1153,6081610201,5875,San Mateo,94063,Redwood City,-122.2138224,37.484753,46.86,85.46,85-90%,0.031,7.7,7.964033572,12.93,0.465,88.3,400.53,34.58,77.28,86.56,0.0,0.0,96.25466663,26.65,2063.766865,88.06,85.85,98.8,130.7,97.9,2.02,88.75,0.0,0.0,8.5,87.61,53.6,6.6,82.96,81.62,86.09,5.7,68.86,13.09,54.49,31.8,81.34,21.0,87.42,40.0,65.79,2.9,11.06,30.5,90.31,68.5,7.1,77.68
2023-04-05,1160,6081612000,7075,San Mateo,94303,Palo Alto,-122.1465681,37.4680579,46.8,85.37,85-90%,0.032,9.38,8.20283271,16.47,0.346,80.78,809.46,88.48,93.8,99.02,0.0,0.0,116.6966985,28.84,1798.483642,83.8,9.5,62.0,21.1,70.91,1.175,83.82,12.0,90.16,0.0,0.0,54.36,6.69,84.43,61.77,71.29,6.22,79.28,10.86,36.86,27.7,76.45,11.8,67.85,35.5,59.46,8.9,75.65,26.9,82.77,67.46,6.99,76.2
2023-02-05,1163,6013314104,9047,Contra Costa,94565,Pittsburg,-121.9443678,38.0232458,46.78,85.33,85-90%,0.04,23.88,8.805706927,32.97,0.25,69.93,332.77,25.84,66.75,74.94,0.0,0.0,1171.13796,64.24,1762.104939,83.15,1.5,22.69,10.5,50.18,1.0,81.59,9.0,78.41,0.7,22.56,48.28,5.94,71.08,135.71,97.88,5.69,68.71,20.32,88.42,31.0,80.37,15.7,78.26,45.0,72.99,6.2,51.22,18.0,51.43,75.93,7.87,87.58
2023-08-07,1176,6075980600,575,San Francisco,94124,San Francisco,-122.3685424,37.7231655,46.62,85.17,85-90%,0.028,1.02,8.849557162,34.05,1.572,99.48,257.97,13.56,16.45,8.93,0.01,11.35,452.1233419,45.1,282.2014508,7.39,44.55,95.28,468.25,99.92,2.0,88.59,10.0,84.2,8.95,88.04,48.81,6.01,72.32,123.98,96.44,12.73,99.97,11.96,45.8,13.3,50.91,,,42.1,68.81,,,28.9,87.15,74.85,7.76,86.02
2023-06-24,1202,6001401800,1794,Alameda ,94607,Oakland,-122.298236,37.809532,46.38,84.84,80-85%,0.027,0.19,9.737947129,46.51,0.703,95.43,108.41,3.93,87.33,95.08,0.0,0.0,713.2296753,54.5,73.72950091,0.64,80.8,98.69,77.0,95.42,0.175,51.89,10.0,84.2,4.0,69.33,51.32,6.32,78.13,152.43,98.98,7.8,95.62,13.03,54.09,10.9,43.66,3.8,29.45,43.3,70.63,6.9,59.22,30.7,90.61,70.81,7.34,80.87
2023-07-06,1214,6075023001,5095,San Francisco,94124,San Francisco,-122.4017602,37.7351925,46.18,84.69,80-85%,0.028,1.52,8.671445102,28.8,1.33,99.13,257.97,13.56,76.7,86.01,0.04,17.37,465.5283508,45.55,2378.471154,91.39,3.2,34.13,3.2,23.6,1.05,82.47,10.0,84.2,5.8,77.54,52.07,6.41,80.0,123.98,96.44,6.41,82.28,11.96,45.8,27.0,75.52,20.4,86.58,32.5,54.97,5.1,37.78,21.3,65.9,69.49,7.21,78.88
2023-08-26,1222,6013368001,4912,Contra Costa,94806,San Pablo,-122.3524853,37.9542763,46.07,84.59,80-85%,0.03,6.94,9.153314907,39.99,0.578,92.28,108.41,3.93,76.08,85.37,0.25,30.09,2849.839966,79.58,754.1289893,40.78,10.15,64.3,19.5,68.35,2.3,90.77,2.0,24.15,0.0,0.0,48.08,5.92,70.43,101.07,92.95,4.62,41.72,16.71,74.89,44.2,92.25,19.2,84.87,47.8,76.57,7.6,65.94,26.5,81.91,75.08,7.78,86.36
2023-10-26,1257,6001401400,4331,Alameda ,94608,Emeryville,-122.2733758,37.8207387,45.62,84.15,80-85%,0.027,0.31,10.12088161,50.03,1.259,99.0,108.41,3.93,79.41,88.57,0.0,0.0,753.7273356,55.53,1456.701015,77.16,52.25,96.53,240.6,99.45,1.06,82.58,11.0,87.97,0.0,0.0,55.65,6.85,86.6,81.9,86.48,6.15,78.21,8.24,14.99,15.5,55.85,6.3,44.37,58.7,88.57,6.6,56.19,38.8,97.89,64.23,6.66,71.92
2023-08-05,1267,6081602100,3279,San Mateo,94080,South San Francisco,-122.4064157,37.6618027,45.46,84.02,80-85%,0.028,3.56,8.63177743,27.47,0.381,83.6,368.58,30.26,81.54,90.66,0.0,0.0,299.8849996,39.85,1820.124321,84.21,17.6,81.41,48.2,89.96,1.025,82.03,10.0,84.2,0.0,0.0,52.47,6.46,80.97,61.61,70.83,5.95,74.22,12.58,51.1,31.6,81.13,21.7,88.32,47.2,75.75,4.9,35.13,23.0,71.64,67.89,7.04,76.75
